Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
22:40:43:55.938,61,0.1178373769,0.2115641385,0.0000000000,0.0916936994,0.0000000000,0.0548991784,0.0000000000,0.1178266183,0.2102019340,0.2058685422,0.0000000000,0.0000000000,0.0549350977,0.0000000000,0.0289356336,0.0004796286,0.0000000000,0.1040504947,0.1218598336,0.1353129297,0.1454263180,0.0000000000,0.0159540959,0.0000000000,0.0740770623,0.0080736559,0.0000000000,0.0304651204,0.0331812389,0.1672474295,0.1768926084,0.1117373630,0.0166647956,0.1821114719,0.0997707918,0.0765222013,0.0780086368,0.1227735355,0.1283921599,0.0501369014,0.0550004467,0.0000000000,0.0000000000,0.4503836632,0.1103386879,0.1103968844,0.0540044084,0.0949686691,0.1217465550,0.1303329617,0.1195163950,0.0000262319,-0.1796199083,-0.2572632432,-0.0720349550,-0.1247171834,0.1294158101,-0.0161876325,-0.0555449016,0.1294379532,-0.0072261989
22:40:43:56.939,61,0.1174028963,0.1934644282,0.0000000000,0.0901803672,0.0000000000,0.0548760034,0.0000000000,0.1174050644,0.1922241449,0.2046160847,0.0000000000,0.0000000000,0.0549090765,0.0000000000,0.0366475545,0.0001988928,0.0000000000,0.1208741367,0.1349671930,0.1224910244,0.1102248356,0.0000000000,0.0165240970,0.0080101499,0.0939985663,0.0000000000,0.0000000000,0.0397622027,0.0461379662,0.1696144044,0.1785440743,0.1630110592,0.0305421278,0.1650983393,0.0835793167,0.0743669644,0.0756233111,0.1361780614,0.1421192586,0.0426498689,0.0478180461,0.0000000000,0.0000000000,0.4635293484,0.1184795052,0.1185275242,0.0487837791,0.0950914398,0.1213413849,0.1202618852,0.1110204160,0.0000259161,-0.1760481745,-0.2752414048,-0.0747034401,-0.1241276637,0.1183377579,-0.0147190122,-0.0547034144,0.1183585823,-0.0065016872
22:40:43:57.939,61,0.1106950939,0.1761343777,0.0000000000,0.0927677602,0.0000000000,0.0548973195,0.0000000000,0.1107071191,0.1749817431,0.2073023468,0.0000000000,0.0000000000,0.0549279377,0.0000000000,0.0573283210,0.0000000000,0.0000549012,0.1490217447,0.1461050808,0.1090522856,0.0942731276,0.0000000000,0.0170213450,0.0285784528,0.1021186858,0.0000000000,0.0000000000,0.0773584023,0.0887173712,0.1822825223,0.1886169761,0.1990469992,0.0561989993,0.1675569862,0.0752942488,0.0730916411,0.0742758065,0.1509346813,0.1593436897,0.0367523320,0.0417880975,0.0000000000,0.0000000000,0.4685209990,0.1355249137,0.1355435699,0.0456012376,0.0947101712,0.1196664423,0.1100068241,0.1027408540,0.0000223631,-0.1730872244,-0.2897425294,-0.0779248774,-0.1259072274,0.1077464446,-0.0135820080,-0.0563405640,0.1077660397,-0.0060919132
22:40:43:58.939,61,0.1059692502,0.1672411710,0.0000000000,0.0943237990,0.0000000000,0.0551403314,0.0000000000,0.1059937254,0.1661332548,0.2089401335,0.0000000000,0.0000000000,0.0551689751,0.0000000000,0.0639585331,0.0000000000,0.0003985721,0.1754753143,0.1726394445,0.1038766950,0.0893909186,0.0000000000,0.0176942647,0.0743032172,0.1320062727,0.0000000000,0.0000000000,0.0950569287,0.1089289933,0.2157371342,0.2299108505,0.2131730318,0.0694731772,0.1660403311,0.0709183142,0.0722701475,0.0734394863,0.1878761500,0.2061755210,0.0330933481,0.0381871462,0.0000000000,0.0000000000,0.4721309245,0.1434514970,0.1434616297,0.0433314927,0.0947736800,0.1195397824,0.1044835448,0.0988720506,0.0000066717,-0.1730834544,-0.2969150543,-0.0798019618,-0.1269740015,0.1023115367,-0.0130006894,-0.0573183894,0.1023304760,-0.0058826865
22:40:43:59.941,61,0.0949944928,0.1611234993,0.0000000000,0.0929548517,0.0000000000,0.0554083362,0.0000000000,0.0949974954,0.1600650549,0.2075352073,0.0000000000,0.0000000000,0.0554357246,0.0000000000,0.0671354905,0.0000000000,0.0005668045,0.1845778525,0.1805849522,0.1014649197,0.0867765099,0.0000000000,0.0181002542,0.1158218086,0.1852802634,0.0000000000,0.0000000000,0.1024154872,0.1172862425,0.2275751978,0.2416093349,0.1729242653,0.0746105015,0.1607966870,0.0684055239,0.0714192614,0.0723901540,0.2296532393,0.2442888916,0.0313518047,0.0364922918,0.0000000000,0.0000000000,0.4786663353,0.1523768753,0.1524259895,0.0400062427,0.0952266529,0.1221656352,0.1016432345,0.0967180878,0.0000038014,-0.1736167669,-0.3049124479,-0.0829591826,-0.1261672825,0.0985641554,-0.0124422824,-0.0565077774,0.0985826105,-0.0055857692
22:40:44:00.941,61,0.0901617631,0.1602260470,0.0000000000,0.0908058882,0.0000000000,0.0557488203,0.0000000000,0.0901593715,0.1591873914,0.2054380924,0.0000000000,0.0000000000,0.0557753481,0.0000000000,0.0686466321,0.0000000000,0.0010169272,0.1830534041,0.1635084003,0.1003377512,0.0835328326,0.0000000000,0.0179603118,0.1847753376,0.2453878820,0.0000000000,0.0000000000,0.1061787903,0.1213604510,0.2334129214,0.2463855445,0.1352043301,0.0758695602,0.1116701439,0.0645169243,0.0689944476,0.0694310740,0.3318698406,0.3507921696,0.0309209451,0.0362569876,0.0000000000,0.0000000000,0.4823339880,0.1585752070,0.1586646140,0.0351053663,0.0959049091,0.1237822771,0.1000601575,0.0955086797,0.0000030062,-0.1751577258,-0.3093682528,-0.0835499242,-0.1248990223,0.0980079323,-0.0122479238,-0.0552044064,0.0980263352,-0.0054260753
22:40:44:01.942,61,0.0741125122,0.1575784832,0.0000000000,0.0900572836,0.0000000000,0.0561995618,0.0000000000,0.0740593448,0.1565613300,0.2047133148,0.0000000000,0.0000000000,0.0562258810,0.0000000000,0.0696547851,0.0000000000,0.0017326546,0.1841930747,0.1357159168,0.0999179333,0.0711002797,0.0000000000,0.0141294757,0.2586784363,0.3088269234,0.0000000000,0.0000000000,0.1080380678,0.1231097132,0.2402949333,0.2488985360,0.1199334413,0.0733716488,0.0960978270,0.0590845197,0.0651553422,0.0648036525,0.4263160825,0.4439200759,0.0369921215,0.0434565768,0.0000000000,0.0000000000,0.4854027629,0.1820132285,0.1822405905,0.0304168630,0.1006559432,0.1288421154,0.0993580744,0.0949332118,0.0000004982,-0.1770000756,-0.3140487969,-0.0831528381,-0.1244778112,0.0963859484,-0.0120035717,-0.0547579490,0.0964041725,-0.0052926135
22:40:44:02.942,61,0.0565194711,0.1515388638,0.0000000000,0.0919551700,0.0000000000,0.0566823892,0.0000000000,0.0564490743,0.1505484730,0.2065388262,0.0000000000,0.0000000000,0.0567100383,0.0000000000,0.0707287043,0.0000000000,0.0041837506,0.1910859495,0.0988580510,0.0996192694,0.0542275608,0.0000000000,0.0106766783,0.3269141614,0.3590921462,0.0000000000,0.0000000000,0.1088097319,0.1236399263,0.2566893101,0.2507415116,0.1043583900,0.0655118078,0.0820808411,0.0549788065,0.0591666736,0.0580939353,0.5297114849,0.5449041724,0.0592695512,0.0663249567,0.0000000000,0.0000000000,0.4864009917,0.1902744472,0.1905999333,0.0257331859,0.1031909361,0.1314212233,0.0990027115,0.0947033167,0.0000010588,-0.1776256561,-0.3182271719,-0.0826406702,-0.1256314069,0.0926974863,-0.0116479611,-0.0559314638,0.0927152187,-0.0051978505
22:40:44:03.943,61,0.0506722704,0.1534848809,0.0000000000,0.0902518779,0.0000000000,0.0571009517,0.0000000000,0.0505953431,0.1524940282,0.2047649622,0.0000000000,0.0000000000,0.0571302995,0.0000000000,0.0718162432,0.0000000000,0.0068027852,0.2003895640,0.0858562738,0.0992148146,0.0460839979,0.0000000000,0.0084005855,0.3566350937,0.3922832012,0.0000000000,0.0000000000,0.1090544909,0.1236073598,0.2651209533,0.2536580563,0.0934246257,0.0588985011,0.0738347322,0.0523072928,0.0545470007,0.0531989969,0.5742179155,0.5884142518,0.0732543916,0.0809078962,0.0000000000,0.0000000000,0.4819078147,0.1943701804,0.1947353035,0.0222954117,0.1050152034,0.1330648363,0.0990679860,0.0948905647,0.0000018656,-0.1777025908,-0.3203279078,-0.0803483203,-0.1245386600,0.0938825384,-0.0116956560,-0.0548893511,0.0939004198,-0.0051666945
22:40:44:04.943,61,0.0473176166,0.1515224278,0.0000000000,0.0899043530,0.0000000000,0.0574917644,0.0000000000,0.0472387932,0.1505469233,0.2043562680,0.0000000000,0.0000000000,0.0575232841,0.0000000000,0.0743244663,0.0000000000,0.0089515317,0.2039076239,0.0789944604,0.0982808396,0.0414663665,0.0000000000,0.0068199262,0.3944860995,0.4267478883,0.0000000000,0.0000000000,0.1090534851,0.1233359352,0.2714799643,0.2579637468,0.0868923962,0.0550328158,0.0686379150,0.0501120761,0.0516536310,0.0501924455,0.6165312529,0.6295330524,0.0816454738,0.0895006359,0.0000000000,0.0000000000,0.4717556238,0.1963461041,0.1967368424,0.0202687699,0.1061268449,0.1340795904,0.0993718803,0.0953639746,0.0000030767,-0.1776583940,-0.3215166926,-0.0788637772,-0.1243039146,0.0926810279,-0.0115234731,-0.0546841286,0.0926987678,-0.0050811437
22:40:44:05.945,61,0.0458349809,0.1531663984,0.0000000000,0.0894440785,0.0000000000,0.0577575676,0.0000000000,0.0457562394,0.1521833837,0.2039087564,0.0000000000,0.0000000000,0.0577910393,0.0000000000,0.0777047351,0.0000000000,0.0102226147,0.2054728568,0.0740077496,0.0951048136,0.0387022160,0.0000000000,0.0055266223,0.4087120593,0.4411334097,0.0000000000,0.0000000000,0.1088509858,0.1229038835,0.2839938104,0.2691519856,0.0829391629,0.0512743481,0.0659992397,0.0488986745,0.0500100330,0.0484994762,0.6430272460,0.6551376581,0.0939932764,0.1029756144,0.0000000000,0.0000000000,0.4471882284,0.1931564063,0.1936394125,0.0189310517,0.1068264395,0.1346798390,0.1000639424,0.0972083658,0.0000039166,-0.1773886979,-0.3225713968,-0.0777907073,-0.1240201369,0.0936851874,-0.0116225891,-0.0543990657,0.0937030464,-0.0051097642
22:40:44:06.945,61,0.0445966348,0.1529823691,0.0000000000,0.0900900587,0.0000000000,0.0578540079,0.0000000000,0.0445206650,0.1519966573,0.2045261562,0.0000000000,0.0000000000,0.0578893721,0.0000000000,0.0804691762,0.0000000000,0.0111625101,0.2048439533,0.0693812296,0.0918971151,0.0370262824,0.0000000000,0.0045684571,0.4228532314,0.4568602443,0.0000000000,0.0000000000,0.1084495783,0.1223397255,0.2907715142,0.2769050896,0.0802024379,0.0472269319,0.0646980330,0.0482903011,0.0489171036,0.0473957174,0.6546280384,0.6668580174,0.1099297702,0.1214170828,0.0000000000,0.0000000000,0.4307726920,0.1867826581,0.1873183846,0.0179501288,0.1072507650,0.1350738853,0.1019269526,0.1006498188,0.0000039440,-0.1771562248,-0.3219389617,-0.0765443519,-0.1243969798,0.0935746655,-0.0116438875,-0.0547925085,0.0935924873,-0.0051405751
22:40:44:07.946,61,0.0430710912,0.1519965827,0.0000000000,0.0899627283,0.0000000000,0.0579886287,0.0000000000,0.0430160351,0.1510183513,0.2043614686,0.0000000000,0.0000000000,0.0580258146,0.0000000000,0.0817607418,0.0000000000,0.0118837738,0.2017994076,0.0672281682,0.0905162096,0.0360475257,0.0000000000,0.0039832462,0.4270099401,0.4621184468,0.0000000000,0.0000000000,0.1079799682,0.1217816174,0.2931075990,0.2795569003,0.0788443908,0.0449783169,0.0644149035,0.0481816158,0.0481978171,0.0466903038,0.6227852702,0.6431244016,0.1153323650,0.1275787354,0.0000000000,0.0000000000,0.4234050214,0.1782009006,0.1787025630,0.0172112081,0.1075818613,0.1354772002,0.1028905511,0.1021335497,0.0000033200,-0.1777998060,-0.3197801113,-0.0767760649,-0.1243037507,0.0929712728,-0.0115597509,-0.0547181629,0.0929890126,-0.0051003136
22:40:44:08.947,61,0.0424548872,0.1513613611,0.0000000000,0.0915364698,0.0000000000,0.0581195690,0.0000000000,0.0424068086,0.1503781229,0.2058396637,0.0000000000,0.0000000000,0.0581572428,0.0000000000,0.0745946914,0.0000000000,0.0118179256,0.1308497339,0.0659671873,0.0898689479,0.0359929465,0.0000000000,0.0037172723,0.3026530445,0.3609432876,0.0000000000,0.0000000000,0.1074545234,0.1211901307,0.2645491064,0.2531230450,0.0784230381,0.0429334939,0.1093888730,0.0611766092,0.0480672829,0.0466217175,0.4377390742,0.4585287273,0.1091072336,0.1224942878,0.0000000000,0.0000000000,0.4210180342,0.1583114713,0.1586534977,0.0168467127,0.1072521657,0.1351789832,0.1033023670,0.1026094481,0.0000020130,-0.1782808453,-0.3188675344,-0.0777577087,-0.1252073646,0.0925876200,-0.0115950182,-0.0556773506,0.0926053002,-0.0051680910
22:40:44:09.947,61,0.0421445630,0.1516890228,0.0000000000,0.0973266959,0.0000000000,0.0580649301,0.0000000000,0.0421014987,0.1506676376,0.2115242332,0.0000000000,0.0000000000,0.0581018887,0.0000000000,0.0669956803,0.0000000000,0.0102532888,0.1117207333,0.0653882697,0.0905942693,0.0400858633,0.0000000000,0.0038983563,0.1713143885,0.2367918342,0.0000000000,0.0000000000,0.1015580520,0.1155040339,0.2456355393,0.2421281040,0.0792817101,0.0401806198,0.1416276544,0.0922906101,0.0483882241,0.0470302403,0.3111997247,0.3312573135,0.1040460244,0.1166720167,0.0000000000,0.0000000000,0.4218976796,0.1474908888,0.1477836072,0.0167743955,0.0972591192,0.1218124479,0.1032729521,0.1014510170,0.0000008680,-0.1816058755,-0.3159836531,-0.0790616721,-0.1286628842,0.0928069204,-0.0119416267,-0.0591981485,0.0928246304,-0.0055076089
22:40:44:10.947,61,0.0401757173,0.1557765454,0.0000000000,0.1059496775,0.0000000000,0.0578532927,0.0000000000,0.0401485860,0.1546718478,0.2200921476,0.0000000000,0.0000000000,0.0578888394,0.0000000000,0.0609689020,0.0000000000,0.0087818205,0.1023000628,0.0652765036,0.1055614501,0.0453348495,0.0000000000,0.0045237467,0.1198162660,0.1909761876,0.0000000000,0.0000000000,0.0829052106,0.0946664587,0.2372481823,0.2370989472,0.0798152760,0.0364536196,0.1529002786,0.1014229506,0.0487853102,0.0475208089,0.2661384642,0.2860661149,0.1020840034,0.1146237850,0.0000000000,0.0000000000,0.4253088534,0.1431471854,0.1434125900,0.0168173499,0.0924015641,0.1171010584,0.1030917838,0.1000956595,0.0000002200,-0.1869909018,-0.3128297627,-0.0814108849,-0.1338433772,0.0953388959,-0.0127604101,-0.0644277707,0.0953569263,-0.0061579826
22:40:44:11.949,61,0.0286139771,0.1640577465,0.0000000000,0.1168816984,0.0000000000,0.0575513765,0.0000000000,0.0285898875,0.1628204882,0.2309485078,0.0000000000,0.0000000000,0.0575851575,0.0000000000,0.0563103035,0.0000000000,0.0071034851,0.0971564204,0.0650270432,0.1327908635,0.0512509532,0.0000000000,0.0052678371,0.0292712227,0.1021813378,0.0000000000,0.0000000000,0.0669723377,0.0765104517,0.2308613956,0.2321741730,0.0802860782,0.0311887916,0.1610533446,0.1110074818,0.0492844619,0.0481337570,0.2417244613,0.2597157359,0.1018504947,0.1146033704,0.0000000000,0.0000000000,0.4291844368,0.1412168145,0.1414665729,0.0170564167,0.0891803876,0.1144809648,0.1031369492,0.0993279144,0.0000000173,-0.1934119165,-0.3098485470,-0.0834033266,-0.1403765529,0.1004527807,-0.0141014820,-0.0710401312,0.1004714668,-0.0071554747
22:40:44:12.949,61,0.0216472931,0.1724233180,0.0000000000,0.1292227954,0.0000000000,0.0572486110,0.0000000000,0.0216200743,0.1710353345,0.2432057709,0.0000000000,0.0000000000,0.0572805330,0.0000000000,0.0524740815,0.0000000000,0.0045909332,0.0940682143,0.0649145246,0.1459822059,0.0599912107,0.0000000000,0.0065532578,0.0000000000,0.0535132252,0.0354345590,0.0000000000,0.0578935258,0.0664163753,0.2250716090,0.2270813882,0.0806787536,0.0275824573,0.1741377115,0.1206391901,0.0498572253,0.0488210842,0.2130222470,0.2271763235,0.1018859074,0.1147169173,0.0000000000,0.0000000000,0.4545558393,0.1425756067,0.1427945048,0.0175814647,0.0874550194,0.1130266115,0.1034203842,0.0987970605,0.0000000054,-0.2007118911,-0.3071413040,-0.0840321705,-0.1477498263,0.1056346893,-0.0156076206,-0.0784993470,0.1056539863,-0.0083160307
22:40:44:13.950,61,0.0190612543,0.1791595221,0.0000000000,0.1368770152,0.0000000000,0.0568854585,0.0000000000,0.0190337729,0.1776614338,0.2507941425,0.0000000000,0.0000000000,0.0569154695,0.0000000000,0.0492813997,0.0000000000,0.0028221179,0.0913565457,0.0648746639,0.1525781304,0.0659472048,0.0000000000,0.0076271445,0.0000000000,0.0328793451,0.0555170849,0.0000000000,0.0527262874,0.0606333353,0.2196665257,0.2223202586,0.0809549689,0.0252834354,0.1809193492,0.1254182309,0.0504513495,0.0495259501,0.2005402744,0.2140627652,0.1020898670,0.1149531081,0.0000000000,0.0000000000,0.4617948234,0.1431313604,0.1433376074,0.0183346868,0.0863100514,0.1121048704,0.1039109156,0.0984610394,0.0000000067,-0.2074816227,-0.3061421514,-0.0842532292,-0.1522930413,0.1098031104,-0.0167233981,-0.0831119940,0.1098229438,-0.0091536762
22:40:44:14.950,61,0.0177003071,0.1803598702,0.0000000000,0.1439553946,0.0000000000,0.0566313602,0.0000000000,0.0176728833,0.1787985116,0.2578291893,0.0000000000,0.0000000000,0.0566596091,0.0000000000,0.0473301671,0.0000000000,0.0012915982,0.0869556218,0.0649915040,0.1560107917,0.0706316382,0.0000000000,0.0087108715,0.0000000000,0.0143792005,0.0887533277,0.0000000000,0.0491259061,0.0565019511,0.2146308422,0.2180743963,0.0813503936,0.0238436349,0.1912548393,0.1301702261,0.0510987602,0.0503228642,0.1866590232,0.2013718635,0.1020984128,0.1149533838,0.0000000000,0.0000000000,0.4657671154,0.1442438960,0.1444217414,0.0199601632,0.0854279622,0.1113986373,0.1044649705,0.0981609002,0.0000000230,-0.2124819160,-0.3058570623,-0.0837700069,-0.1565526426,0.1105795577,-0.0173097830,-0.0874027908,0.1105994806,-0.0096936561
22:40:44:15.950,61,0.0168255437,0.1804268956,0.0000000000,0.1507447511,0.0000000000,0.0564934053,0.0000000000,0.0167989321,0.1788126379,0.2646346092,0.0000000000,0.0000000000,0.0565200262,0.0000000000,0.0460072160,0.0000766409,0.0000000000,0.0807327777,0.0651978776,0.1576341391,0.0737697110,0.0000000000,0.0096574342,0.0000000000,0.0000000000,0.1041802540,0.0121577075,0.0463345908,0.0531495176,0.2078702301,0.2117646635,0.0819118321,0.0227821842,0.2001938820,0.1340936869,0.0517742597,0.0512252003,0.1706526428,0.1850917786,0.1017465666,0.1145437807,0.0000000000,0.0000000000,0.4655877650,0.1446098536,0.1447739601,0.0223010723,0.0846496969,0.1107479930,0.1051774025,0.0979789272,0.0000000708,-0.2172625810,-0.3054764867,-0.0834187418,-0.1606842279,0.1106617153,-0.0177759305,-0.0915244147,0.1106816828,-0.0101571018
